episode_index,category,suite,source_file,length,task
193,camera_pose,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,99,pick up the black bowl on the cookie box and place it on the plate
194,camera_pose,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,139,pick up the tomato sauce and place it in the basket
195,language,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,101,put the wine bottle on top of the cabinet
196,sensor_noise,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,340,put both the alphabet soup and the tomato sauce in the basket
197,sensor_noise,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,136,pick up the bbq sauce and place it in the basket
198,sensor_noise,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,95,pick up the black bowl on the cookie box and place it on the plate
199,language,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,290,put both the alphabet soup and the cream cheese box in the basket
200,sensor_noise,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,121,pick up the black bowl from table center and place it on the plate
201,lighting,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,133,pick up the cream cheese and place it in the basket
202,camera_pose,libero_goal,turn_on_the_stove_demo.hdf5,80,turn on the stove
203,env,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,118,pick up the black bowl next to the cookie box and place it on the plate
204,env,libero_goal,push_the_plate_to_the_front_of_the_stove_demo.hdf5,178,push the plate to the front of the stove
205,language,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,111,pick up the black bowl next to the plate and place it on the plate
206,camera_pose,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,88,put the bowl on top of the cabinet
207,sensor_noise,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,104,put the bowl on top of the cabinet
208,language,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,140,pick up the milk and place it in the basket
209,sensor_noise,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,158,pick up the chocolate pudding and place it in the basket
210,language,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,107,put the wine bottle on top of the cabinet
211,language,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,233,put the white mug on the left plate and put the yellow and white mug on the right plate
212,camera_pose,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,98,pick up the black bowl between the plate and the ramekin and place it on the plate
213,sensor_noise,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,84,put the bowl on the plate
214,sensor_noise,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,218,open the top drawer and put the bowl inside
215,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,150,pick up the black bowl next to the ramekin and place it on the plate
216,env,libero_goal,turn_on_the_stove_demo.hdf5,86,turn on the stove
217,env,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,115,pick up the black bowl next to the plate and place it on the plate
218,camera_pose,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,90,put the bowl on the stove
219,lighting,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,145,pick up the black bowl on the wooden cabinet and place it on the plate
220,language,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,148,pick up the alphabet soup and place it in the basket
221,sensor_noise,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,141,pick up the cream cheese and place it in the basket
222,env,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,145,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
223,env,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,263,put the white mug on the left plate and put the yellow and white mug on the right plate
224,env,libero_goal,push_the_plate_to_the_front_of_the_stove_demo.hdf5,142,push the plate to the front of the stove
225,camera_pose,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,110,pick up the black bowl next to the plate and place it on the plate
226,lighting,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,96,put the bowl on top of the cabinet
227,lighting,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,237,put the white mug on the plate and put the chocolate pudding to the right of the plate
228,camera_pose,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,101,put the bowl on top of the cabinet
229,language,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,92,pick up the black bowl between the plate and the ramekin and place it on the plate
230,camera_pose,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,75,pick up the black bowl between the plate and the ramekin and place it on the plate
231,lighting,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,148,pick up the chocolate pudding and place it in the basket
232,lighting,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,136,put the cream cheese in the bowl
233,language,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,113,put the cream cheese in the bowl
234,language,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,137,open the middle drawer of the cabinet
235,language,libero_10,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket_demo.hdf5,336,put both the alphabet soup and the tomato sauce in the basket
236,camera_pose,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,161,pick up the chocolate pudding and place it in the basket
237,language,libero_goal,open_the_middle_drawer_of_the_cabinet_demo.hdf5,140,open the middle drawer of the cabinet
238,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,133,pick up the black bowl next to the cookie box and place it on the plate
239,lighting,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,121,pick up the black bowl on the ramekin and place it on the plate
240,language,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,111,pick up the black bowl from table center and place it on the plate
241,sensor_noise,libero_goal,turn_on_the_stove_demo.hdf5,88,turn on the stove
242,lighting,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,244,put both the cream cheese box and the butter in the basket
243,camera_pose,libero_goal,push_the_plate_to_the_front_of_the_stove_demo.hdf5,163,push the plate to the front of the stove
244,sensor_noise,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,272,turn on the stove and put the moka pot on it
245,camera_pose,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,129,pick up the black bowl on the ramekin and place it on the plate
246,language,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,107,pick up the black bowl on the ramekin and place it on the plate
247,camera_pose,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,155,put the wine bottle on the rack
248,sensor_noise,libero_10,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_demo.hdf5,275,put the white mug on the plate and put the chocolate pudding to the right of the plate
249,camera_pose,libero_goal,open_the_top_drawer_and_put_the_bowl_inside_demo.hdf5,221,open the top drawer and put the bowl inside
250,language,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,99,put the cream cheese in the bowl
251,lighting,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,92,put the wine bottle on top of the cabinet
252,camera_pose,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,151,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
253,language,libero_spatial,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate_demo.hdf5,92,pick up the black bowl between the plate and the ramekin and place it on the plate
254,lighting,libero_object,pick_up_the_milk_and_place_it_in_the_basket_demo.hdf5,127,pick up the milk and place it in the basket
255,lighting,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,153,pick up the cream cheese and place it in the basket
256,sensor_noise,libero_10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_demo.hdf5,189,pick up the book and place it in the back compartment of the caddy
257,sensor_noise,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,165,pick up the butter and place it in the basket
258,language,libero_goal,put_the_bowl_on_the_stove_demo.hdf5,98,put the bowl on the stove
259,language,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,257,turn on the stove and put the moka pot on it
260,lighting,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,150,pick up the black bowl next to the ramekin and place it on the plate
261,language,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,133,pick up the tomato sauce and place it in the basket
262,language,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,92,put the wine bottle on top of the cabinet
263,lighting,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,87,put the wine bottle on top of the cabinet
264,lighting,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,96,put the bowl on top of the cabinet
265,language,libero_object,pick_up_the_butter_and_place_it_in_the_basket_demo.hdf5,155,pick up the butter and place it in the basket
266,camera_pose,libero_object,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_demo.hdf5,161,pick up the chocolate pudding and place it in the basket
267,lighting,libero_goal,put_the_bowl_on_the_plate_demo.hdf5,126,put the bowl on the plate
268,env,libero_10,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket_demo.hdf5,246,put both the alphabet soup and the cream cheese box in the basket
269,lighting,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,141,pick up the ketchup and place it in the basket
270,env,libero_spatial,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate_demo.hdf5,91,pick up the black bowl on the ramekin and place it on the plate
271,env,libero_object,pick_up_the_ketchup_and_place_it_in_the_basket_demo.hdf5,151,pick up the ketchup and place it in the basket
272,sensor_noise,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,164,pick up the cream cheese and place it in the basket
273,lighting,libero_10,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_demo.hdf5,266,put the white mug on the left plate and put the yellow and white mug on the right plate
274,lighting,libero_goal,push_the_plate_to_the_front_of_the_stove_demo.hdf5,143,push the plate to the front of the stove
275,language,libero_spatial,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,147,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate
276,sensor_noise,libero_spatial,pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate_demo.hdf5,141,pick up the black bowl next to the ramekin and place it on the plate
277,camera_pose,libero_spatial,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate_demo.hdf5,115,pick up the black bowl on the cookie box and place it on the plate
278,language,libero_10,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it_demo.hdf5,254,turn on the stove and put the moka pot on it
279,camera_pose,libero_object,pick_up_the_cream_cheese_and_place_it_in_the_basket_demo.hdf5,167,pick up the cream cheese and place it in the basket
280,lighting,libero_object,pick_up_the_tomato_sauce_and_place_it_in_the_basket_demo.hdf5,142,pick up the tomato sauce and place it in the basket
281,language,libero_goal,put_the_bowl_on_top_of_the_cabinet_demo.hdf5,105,put the bowl on top of the cabinet
282,sensor_noise,libero_object,pick_up_the_bbq_sauce_and_place_it_in_the_basket_demo.hdf5,132,pick up the bbq sauce and place it in the basket
283,env,libero_object,pick_up_the_alphabet_soup_and_place_it_in_the_basket_demo.hdf5,146,pick up the alphabet soup and place it in the basket
284,sensor_noise,libero_10,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket_demo.hdf5,254,put both the cream cheese box and the butter in the basket
285,sensor_noise,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,100,put the wine bottle on top of the cabinet
286,lighting,libero_goal,put_the_wine_bottle_on_the_rack_demo.hdf5,170,put the wine bottle on the rack
287,sensor_noise,libero_goal,push_the_plate_to_the_front_of_the_stove_demo.hdf5,193,push the plate to the front of the stove
288,language,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,141,pick up the black bowl on the wooden cabinet and place it on the plate
289,env,libero_spatial,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate_demo.hdf5,136,pick up the black bowl on the wooden cabinet and place it on the plate
290,env,libero_goal,put_the_wine_bottle_on_top_of_the_cabinet_demo.hdf5,100,put the wine bottle on top of the cabinet
291,env,libero_spatial,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate_demo.hdf5,110,pick up the black bowl next to the plate and place it on the plate
292,camera_pose,libero_spatial,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5,117,pick up the black bowl from table center and place it on the plate
293,camera_pose,libero_goal,put_the_cream_cheese_in_the_bowl_demo.hdf5,96,put the cream cheese in the bowl
294,env,libero_object,pick_up_the_salad_dressing_and_place_it_in_the_basket_demo.hdf5,134,pick up the salad dressing and place it in the basket
